,formal,informal,score
40,"You can say it, but only if you mean it. Also hold her hands, and look into her eyes.",you can say it but only if you mean it also hold her hands and look into her eyes .,0.009629943614188135
41,You should never allow a man to mistreat you.,you should never let a guy like you .,0.028517539529041507
42,"Absolutely not, he is too hefty and I am undesirably frail.",HELL NO HE IS TOO BUSY AND I AM SICK .,0.022416933501922302
43,You can tell him if he says yes.,you can tell him if he says yes .,0.023980296761827107
44,What was the mistake that you took part in?,What was the mistake that you took part in ?,0.021105340631872645
45,"King has a song about this, it is called 'Only Your Mother Loves You.'","From has a song about this , it &apos;s called only your mother .",0.018798317647335087
46,Why are we in a relationship if our partner treats us badly after we fall in love?,why are we in a relationship if our partner treats us bad after we fall in love ?,0.01284618972676772
47,"If you have experienced it, what was it like?",If you have experienced it what was it like ?,0.021105340631872645
48,It is not a turn off if she drinks too much.,It &apos;s not a turn off if she drinks too much .,0.020255986027125642
49,If that's want you want.,If that &apos;s want you want .,0.033031643180138064
50,It is like getting rid of a drug habit.,It &apos;s like getting rid of a abuse habit .,0.025098621243978974
51,"Wow, I ought to do that the next time that I am dating.",wow i should do that the next time i am dating .,0.020255986027125642
52,"What is your desire, however?",what is your desire but ?,0.040824829046386304
53,It sounds like you both are comfortable with how things are now.,It sounds like you guys are comfortable with how things are now .,0.01553712569276035
54,Do not allow her to dominate your life for she will simply have to learn to deal with it.,Don &apos;t let her persue your life for she will just have to learn to deal with it .,0.010182425646195498
55,"If he does not go out with you, do not worry as there are plenty of other options.","If he doesn &apos;t go out with you , don &apos;t worry , there are plenty of other options .",0.011451997463067555
56,No man gave give you everything you want.,No man gave you all you want .,0.02777619034011792
57,"If you want to stay married, you need to find yourself.",if you want to stay married you need to find yourself .,0.017033186037639283
58,Start with a simple common question and proceed from that point.,start with a simple common question and move from there .,0.022416933501922302
59,Inquire of their desire to travel to a location accompanied by you.,they want to go out with you .,0.02777619034011792
60,"Trust him, and do not bring the matter up again.",trust him and dont bring the matter up again .,0.021105340631872645
61,I am still trying to work up my nerves to try that out.,I &apos;m still trying to work up my nerves to try that out .,0.0169861974906263
62,Find the one who loves you also.,find the one who loves you too .,0.02777619034011792
63,I will be your significant other is you come to me town.,i will be your man you come to me town .,0.022416933501922302
64,Stay very far away from this man.,stay very far away from this guy .,0.02777619034011792
65,"It is your choice not to dislike one, I despise them all, to say the least.","It &apos;s your choice not to hate one , I hate them all , to say the least .",0.01340082578177889
66,I would estimate approximately three or four.,I would say about 3 or 4 .,0.03303164318013808
67,I do not know. Would you enjoy having an item inserted forcefully in your rectum?,"I don &apos;t know , would you like to have an idiot ?",0.018476860420522198
68,He is a womanizer and has been telling that to some young woman.,He &apos;s a sl and has been telling that to some young woman .,0.0169861974906263
69,I knew all my former girlfriends were not the one until I met my wife.,I knew all my ex was not the one until I met my wife .,0.015718877363021206
70,"Do not try to have both of them at once, whatever you do.","Don &apos;t try to have both of them at once , whatever you do .",0.015718877363021206
71,Sexual intercourse is not the only thing important in life!,Sex is not the only thing important in life !,0.021105340631872645
72,I have a yahoo e-mail address and that is sufficient for me.,i have a yahoo email address and that is enough for me .,0.020448007360218394
73,"For me, fun includes eating meals.","For me , fun and eat eat .",0.03303164318013808
74,"However, he was a little busy afterward.",But he was a little busy afterwards .,0.03303164318013808
75,That will just be sexual intercourse.,That will just be having sex .,0.033031643180138064
76,Do not approach her and let her know that you find her looks very attractive.,dont approach her and let her know you find her looks very attractive .,0.01428363257865929
77,It sounds like you are going through plenty of things right now.,sounds like you are going through plenty of things right now .,0.017033186037639283
78,"However, you ought to ask a girl regarding the symptoms, since I am a boy.",but you should ask a girl about the signs since im a boy .,0.0169861974906263
79,"I had always felt the same way, but my views changed when I met my true love!","I always felt the same way , but my opinion changed when I met my true love !",0.014216645907653848
80,Men are unintelligent! What person understands the meaning behind their behavior?,men are stupid and what person knows what they mean ?,0.018850319022747353
81,Your best friend is a good choice to marry in nobody else works out.,your best friend is a good choice to marry in nobody else works out .,0.015718877363021206
82,"I do not want to approach suddenly and ask, 'Will you go out with me?'","I don &apos;t want to go around and ask , Will you go out with me ?",0.015138514598766055
83,"Unless you know him fairly well, you are stinking yourself out there to get hurt.","Unless you know him pretty well , you &apos;re saving yourself out there to get hurt .",0.013679192123121896
84,"You need to replace it, just add it back in, the same way you did the first time.",just add it back in the same way you did the first time .,0.01428363257865929
85,If its your personal belief in something its not good or bad.,if its not good or bad .,0.033031643180138064
86,They annoy you all throughout the day.,they annoy you all the day .,0.033031643180138064
87,Either go to Hawaii or pay someone.,either go to mexico or pay someone .,0.02777619034011792
88,"His or her intelligence, the way they carry themselves, good looks, and how active they are plays major factors in attraction.","His / her brains , the way they carry themselves , good looks , and how active they are .",0.011451997463067555
89,I can simply stop caring about him and forget about him as though he meant nothing to me.,I can just stop loving about him and forget about him but he meant nothing to me .,0.01284618972676772
90,Is it similar to a clear liquid that turns yellow when it dries?,is it like a clear soap when it pulls ?,0.025098621243978974
91,It is a turn off if she sits on your best friend's lap when drunk.,If she sits on your best friend &apos;s lap .,0.021105340631872645
92,"Well, if it was prior to his relationship with you, then obviously he was not being unfaithful at all.",well if it was before to his relationship with you then obviously he was not cheating at all .,0.010182425646195498
93,He had a controlling personality.,he had a controling personality .,0.048549177170732344
94,Determination is one of the gifts we can give ourselves.,one of the gifts we can give themselves .,0.023980296761827107
95,You should get married only after you have been with a man for at least two years.,Get married only after you have been with a guy for at least 2 years .,0.014628063653657535
96,Hi and hugs to all my fellow girls at Cone!,Hi and hugs to all my ladies &apos;s !,0.023980296761827107
97,"When you are wither her, just be yourself.","when you are faking her , just be yourself .",0.025098621243978974
98,I have no idea what you are trying to say.,i have no idea what your trying to say .,0.025098621243978974
99,A man asked if I would mind cuddling with him.,A guy asked if I would mind kissing with him .,0.024808415001701823
100,Why would some men do that?,Why would some men do that ?,0.033031643180138064
101,"A few good women are left, you simply have to look in the right places.","A few good women are left , you just have to look in the right places .",0.015138514598766055
102,"You should either move on, or work it out with your partner.",move on or work it out with your partner .,0.021105340631872645
103,"Get a hold of yourself, how could you love a person that you do not even speak to?","Get a hold of yourself , how could you love a person you don &apos;t even talk to ?",0.01340082578177889
104,Find a talented girl who is also pretty.,Find a hot girl who is pretty .,0.03303164318013808
105,That does not mean that you are promiscuious.,That doesn &apos;t mean that you are faking .,0.023980296761827107
106,"It's the only time in your life, you're able to live out true love!","It &apos;s the only time in your life , you can live out true love !",0.014628063653657535
107,You will have to find an answer yourself.,you will have to find an answer yourself .,0.023980296761827107
108,"Give them two months, and they will get over you.",give them 2 months and they will get over you,0.0
109,"After some time, you will not see the color.",after some time you wont see the colour .,0.023980296761827107
110,He probably wants to know if you're interested in him.,He probably wants to know if you like him .,0.021105340631872645
111,If she is no longer interested in you.,If she is not interested in you .,0.02777619034011792
112,"You are definitely not a promiscuous woman, so do not worry.","You &apos;re not a hoe , so don &apos;t worry .",0.024808415001701823
113,No method exists for forcing a person to feel romantically towards you.,No way is for a person to feel about you .,0.022416933501922302
114,You should break up and keep yourself open to other options.,break up and keep your open open .,0.02777619034011792
115,Have you had a pap smear?,Have you ever had a &apos; ?,0.039281465090051315
116,I can simply say yes and mention that I an proud and have long black hair.,I can just say yes and mention that I &apos;m proud and have long black hair .,0.013679192123121896
117,I have a friend in a similar situation.,i have a friend in a similar situation .,0.03155984539112946
118,"I do not know, perhaps you are young.",I don &apos;t know maybe you are young .,0.028517539529041507
119,"Hi my name is going to remain anonymous, but I have been working together with this person for years.",hey my name is going to stay out with this person for years .,0.01428363257865929
120,I do not understand the question.  Would someone please give me the answer.,I don &apos;t know the question ... would someone give me the answer .,0.0169861974906263
121,If you honestly love him then you will tell him.,if you really love him then you will tell him .,0.018850319022747353
122,"If you're honestly attracted to her, go with your emotions.","if you really like her , go with your emotions .",0.022416933501922302
123,"Think about whether you can really afford it and, if you want to, then go forward.","Think about whether you can really afford it and if you want to , then go on .",0.01284618972676772
124,Get your old life back so you can stay alive.,get your old life back so you can stay alive .,0.018850319022747353
125,"Dude, what you are saying is she doesn","Dude , what your saying is she doesn &apos;t .",0.021105340631872645
126,Do not employ flirtatious dialogue; such behavior isn't appealing.,"Don &apos;t flirt , that &apos;s &apos;t sexy .",0.023980296761827107
127,Perhaps some women would say that it hurts a lot.,maybe some women would say it hurts alot .,0.023980296761827107
128,"Advise him of your genuine desires. That's the information relayed, but an action not attempted. Make comments.","tell him what you really want , but a action not tried .",0.020448007360218394
129,"If I were mad, it would be easier to do.",if i were mad it would be easier to do .,0.022416933501922302
130,You also should move on if they have.,you also need to move on if they have .,0.021105340631872645
131,"You are being punished, so you don't get to watch TV for a month.",you are being divorced so you dont get to watch tv for a month .,0.015718877363021206
132,"Tell him, and it would not seem psychotic, because you have to know one another for awhile.",tell him and it wouldnt seem crazy because you have to know one another for awhile .,0.011502783619900045
133,But that is her way. You could attempt it that way or you could remain watchful.,"but that is her way , you could try it that way or you can still wait .",0.010802314890908065
134,It seems very complicated; Could you please explain it again in simple terms?,It seems complicated ... can you please it again in short terms ?,0.01553712569276035
135,Give them a chance to discover all of your talents.,give them a chance to discover all you are .,0.025098621243978974
136,"Unless, it is with the incorrect male.",Unless it is with the wrong guy .,0.02777619034011792
137,My boyfriend loves me very much and does not desire to lose me.,my boyfriend loves me very much and doesnt want to lose me .,0.01553712569276035
138,If they are brunette or not is what matters.,if they are brunette or not .,0.033031643180138064
139,After a while it has to be played out.,after a while it has to be played .,0.028517539529041507
140,"Everyone, even if they do not admit it, likes to be told they are sexy.","Everyone , even if they don &apos;t admit it , likes to be told they are sexy .",0.01284618972676772
141,I like to go dancing at clubs in downtown Huston.,I like to go dancing at clubs in the mud .,0.022416933501922302
142,"Good luck, but remember to do your homework.","Good luck , but remember to do your homework .",0.025098621243978974
143,"I prefer natural appearances, rather than a full face of makeup.","I don &apos;t look at looks , rather a full face of makeup .",0.020200106912694155
144,"If you are interested in the man, then attempt it.","If you like the guy , then try it .",0.025098621243978974
145,We are now only just divorced.,now we are now just divorced .,0.033031643180138064
146,Someone claimed women do not have feelings?,Someone made women don &apos;t have feelings .,0.0
147,Actions are better then words.,actions are better than words .,0.040824829046386304
148,"I've been contemplating a mid-level pink hue, however, what should it be alongside?","I &apos;ve been going out with a &apos; pink , but what should it be ?",0.017395797375642234
149,"Watch for if he telephones, sends an electronic mail or even cares.",watch for if he dribbles send an instant mail or even cares .,0.01553712569276035
150,"Be sure to never ignore her, listen to her, and do not change the subject.","never ignore her , listen to her and dont change the subject .",0.018476860420522198
151,He is my only source of income until I graduate from college.,He is my only point until I college from college .,0.022416933501922302
152,She will inform you if it is not acceptable.,she will tell you if its not ok .,0.023980296761827107
153,"I do not believe I mind, either way.","I don &apos;t think I mind , either way .",0.02777619034011792
154,Do not eat in the same place you defecate.,Don &apos;t eat in the same place you want .,0.021105340631872645
155,Attempting to get some blonde highlights as well.,trying to get some blonde jeans too .,0.02777619034011792
156,"Don't worry about him, concentrate on your classes, and you boyfriend.","Don &apos;t worry about him , focus on your classes , and your boyfriend .",0.015718877363021206
157,Option B: Appearance certainly matters. Anyone who claims otherwise is most likely being dishonest.,"ofcourse , definitely definitely , anyone who says otherwise is probably cheating .",0.01553712569276035
158,I do not think I should have done that.,I don &apos;t think I should have done that .,0.025098621243978974
159,"Foreplay is important and should last, at the bare mininum, five minutes.","Sex is important and should last , at the pantyhose , 5 minutes .",0.0169861974906263
160,What is a special gift I can give to my brother-in-law on his birthday?,what is a special gift i can give my ex-husband on his birthday ?,0.018798317647335087
161,Attempt to be authentic and do not act ostentatiously.,try to be yourself and don &apos;t act like that .,0.018850319022747353
162,Good luck on your new adventure.  I hope everything goes well!,"Good luck on your new adventure , I hope everything goes well !",0.018476860420522198
163,"If they do not, then you will have to continue with your life.",if they don &apos;t then you will have to continue with your life .,0.01428363257865929
164,"Your first kiss, however, should be heavenly.","first kiss , but should be daddy .",0.03303164318013808
165,"In a family life, this is the most beautiful.","in a family life , this is the most beautiful .",0.024808415001701823
166,"Most importantly, be genuine.","most of all , be true .",0.039281465090051315
167,I know three men I can do that with.,I know 3 men I can do that with .,0.025098621243978974
168,You should tell your parents. You can not hide.,tell your parents you can &apos;t hide .,0.02777619034011792
169,This is Doctor Izzy speaking.  I love and adore plus-size women!,"This is kinda like this is so Anna speaking , I love and love .",0.015718877363021206
170,It is okay to jump on him if he is flirting with her.,its ok to jump on him if he is flirting with her .,0.01553712569276035
171,Stick with the boys who are either thirteen or fourteen.,stick with the boys that are 12 or 14 .,0.021105340631872645
172,Tell him ath you simply want to be friends are are disappointed by his thoughtless actions.,tell him you just want to be friends with him .,0.018850319022747353
173,"That is good, it is similar to getting your father's blessing.",thats good its like getting your father &apos;s bless .,0.021105340631872645
174,Unless you are very desperate wait for him to ask you out.,Unless you are very desperate wait for him to ask you out .,0.01553712569276035
175,I really like this man.  I am not sure if it is love or just an infatuation.,"I really like this guy , don &apos;t know if it &apos;s love or just a infatuation .",0.014216645907653848
176,If he insists then it indicates sex is his only goal.,"If he says yes , sex is his only goal .",0.018850319022747353
177,"I've discovered if I employ a concerted effort, I'm able to visualize a reality that I'm aware is not typically present.",i have found out if i get a hard time i can see what i &apos;m not usually .,0.01340082578177889
178,"I would enjoy having some fun with you, that is why I answered this ridiculous question.",i would enjoy having fun with you thats why i answered this stupid question .,0.015718877363021206
179,Do you feel in that manner?,Do you feel like that ?,0.040824829046386304
180,Give your brother some money and inform him that he ought to leave.,give your brother some money and tell him that he should leave .,0.01553712569276035
181,Possibly he will call you.,Maybe he will call you .,0.040824829046386304
182,Something you can o is imagine your life with out him or her.,Maybe you can spell is imagine your life with out him / her .,0.01428363257865929
183,"If you really want to keep company with her that much, than you have to make it your top priority.",if you really want to keep with her that much then you have to make it your penis .,0.010182425646195498
184,I pick the domestic goddess.,I pick it up with the army .,0.03303164318013808
185,Do you love her deeply?,do you love her deeply ?,0.040824829046386304
186,Men get bored before women do.,Guys get bored before women do .,0.033031643180138064
187,You can save money with respect to flowers.,save money with respect to flowers .,0.033031643180138064
188,I would like to visit the United States of America.  What things would I need.,i would like to visit the USA what things would i need .,0.018476860420522198
189,If you are not happy then you need to fix it or leave.,if your not happy then you need to fix it or leave .,0.01553712569276035
190,"Just because he has potential to be a decent boyfriend, does not mean that he will be.","Just because he has a good boyfriend , doesn &apos;t mean he will be .",0.017395797375642234
191,"She may think that looks unattractive.  In my opinion, blue looks better.","she may think looks ugly in my opinion , blue looks better .",0.018476860420522198
192,You can perform a citizen's arrest.,you can go to a prostitute .,0.039281465090051315
193,Having a big penis doesn't mean you are good in bed.,A big penis doesn &apos;t mean your good in bed .,0.018850319022747353
194,"Yes, it looks extremely beautiful on almost any woman.","yes , it looks pretty beautiful on almost any woman .",0.022416933501922302
195,Men have issues with secrets.,Guys have issues with sharing .,0.040824829046386304
196,"Yes, it depend upon the man.",yes it depends on the guy .,0.033031643180138064
197,"People had questioned me, why was I rushing?",people had told me why was i rushing ?,0.028517539529041507
198,Both of them do not respect your feelings.,both of them don &apos;t respect your feelings .,0.023980296761827107
199,Even though I see him each week in PSR I can not find the courage to talk to him.,even though i see him each week i can &apos;t find the guts to talk to him .,0.01284618972676772
200,I do not find a man appealing who behaves that way frequently.,I don &apos;t find a guy looks like that often .,0.024808415001701823
201,I am attracted to men who shave their legs.,I like guys who shave their legs .,0.03303164318013808
202,"Is homosexual, or is it simply curiosity?",is gay or is it just curious ?,0.02777619034011792
203,"In my opinion, they do.",In my opinion they do .,0.040824829046386304
204,It is a wrong decision that cannot be undone!,It &apos;s a wrong thing that can &apos;t be !,0.025098621243978974
205,I lost my virginity in a park when I was sixteen.,I lost my virginity in a park when I was 16 .,0.022416933501922302
206,They have never met in person but she says they are in love.,they never met in person but she says they are in love .,0.01553712569276035
207,Ask him if he would like to dance with you.,Ask him if he wants to dance with you .,0.021105340631872645
208,Live life to the fullest and have faith.,live life to the pace and have faith .,0.023980296761827107
209,"I do not know if you fell down, but I want to have sex.","I don &apos;t know if you fell down , but I want to have sex .",0.01618861356572822
210,"He knows that you like him, so just ask him on a date.","He knows you like him , just ask him out .",0.022416933501922302
211,Repel your fear and inform him.,tell him you are scared and tell him .,0.023980296761827107
212,I would not drive for five hours just to spend time with someone unless I really liked her a lot.,I wouldn &apos;t drive for 5 hours just to hang out with someone unless I really liked her alot .,0.011451997463067555
213,her friend to talk with her on the phone?,her friend talk to her on the phone ?,0.023980296761827107
214,You should play sports with your male friends.,play sports with your guy friends .,0.033031643180138064
215,"Upon iniitially discovering romantic love, you feel elated, delighted, and joyful simply ruminating on that individual.","You feel happy , love , you feel glad , and I &apos;m just on that person .",0.01284618972676772
216,I cannot picture my life without my husband.,I can &apos;t picture my life without my husband .,0.025098621243978974
217,We seem to always push away the ones who we love.,We seem to always push away the ones we love .,0.018850319022747353
218,"If you both feel the same way when you are older, then go for it.",if you are older then go for it .,0.023980296761827107
219,"Tell her, women enjoy hearing the truth. Best of luck to you.","tell her , girls like to hear the truth best of luck to you .",0.015718877363021206
220,You have do decide whether you want to spend the rest of your life with someone with whom you constantly argue.,if you want to spend the rest of your life with someone you constantly argue .,0.012300686288463768
221,I use the term 'man' very lightly when describing you.,I use the term &apos; guy &apos; &apos; .,0.028517539529041507
222,"Personally, I prefer A and B cups.",Personally I prefer a and 1 6 .,0.03655552228545124
223,Any woman looks attractive when standing beside an unattractive man.,any woman looks hot when looking at an unattractive guy .,0.018850319022747353
224,I would date someone ten years younger.  Who wants to date an older woman?,"I would date someone 10 years younger , who wants to date an older woman ?",0.014628063653657535
225,"It has happened to me, and now I am dating said person.",it has happened to me and now i am dating said .,0.020255986027125642
226,Just be honest about your feelings towards her.,just be honest about your feelings .,0.033031643180138064
227,Show her your nude infant photographs.,Show her your naked little pictures .,0.033031643180138064
228,Why do homosexuals look to marriage?,why do people look to marriage ?,0.033031643180138064
229,We participated in coitus on the hood of my car in the light rain.,we &apos;ve in the pic of my car in the light .,0.017033186037639283
230,Why should men grow up if women expect men to act like that?,why should men grow up if women expect men to act like that ?,0.01428363257865929
231,You need to do this a few times to get comfortable.,you need to do this a few times to get comfortable .,0.020255986027125642
232,While having intercourse is similar to a fantasy.,having sex is like a fantasy .,0.039281465090051315
233,"At the moment, I think he is angry, upset and unwilling to be with you.","at the moment i think he is mad , upset and willing to be with you .",0.015138514598766055
234,"If anyone knows the answer, please let me know.",if anyone knows the answer please let me know,0.0
235,"Red stands for love, black stands for death, and so on.","passion for love , black stand for death and so on .",0.020255986027125642
236,I like someone with some weight because I feel cheated with a thin one.,i like someone with some weight because i feel cheated with a thin one .,0.017395797375642234
237,"If you so not know, ask someone who has the answer.","If you don &apos;t know , ask someone who has the answer .",0.018476860420522198
238,His attempts to make it up to you will be enjoyable.,he tries it up to you .,0.033031643180138064
239,The one that pick on you usually likes you.,the one that pick on you usually likes you .,0.021105340631872645
240,"Alright, I have been attracted to this girl since I was in the Ninth grade.",ok i have been attracted to this girl since i was in the 6th grade .,0.014628063653657535
241,Did you see her looking at you?,Did you see her looking at you ?,0.02777619034011792
242,I never knew that life could be so exceptional.,I never knew that life could be so good .,0.025098621243978974
243,"All right, I am very, very into this one man and I'm unaware as go his feelings in return.",all right i am very very into this one man and i don &apos;t know him like that .,0.012109013026441871
244,What is best for the both of you?,What is best for the both of you ?,0.023980296761827107
245,At least she didn't give you a fake number.,At least she didn &apos;t give you a fake number .,0.022416933501922302
246,"Therefore, in my opinion, you are not promiscuous.","So in my opinion , you &apos;re not a hoe .",0.024808415001701823
247,"However, let them get married if they cannot control themselves.",But let them get married if they can &apos;t control themselves .,0.017033186037639283
248,She calls him often.,She calls him a lot .,0.048549177170732344
249,Why bother if you are already doing it?,"If you are already doing it , why bother ?",0.021105340631872645
250,"Many times you have loved a man, but were not sure if he loved you back.",Alot of times you have loved a guy but didn &apos;t know if he loved you back .,0.01284618972676772
251,Should I break up with him because of his mother?,should i break up with him because of his mother ?,0.022416933501922302
252,"Make a nice move, and if there is no responce, she is not interested.",make a nice move and if there is no strings she is not interested .,0.015718877363021206
253,I have friends that get married after 6 months of dating.,I have friends that get married after 6 months of dating .,0.022416933501922302
254,Be genuine. Ask after their life and you may receive a response.,be real ask after their life and you can get a response .,0.018476860420522198
255,Demonstrate your skills to her.,Get her back to her .,0.040824829046386304
256,You will look silly.,you will look silly at all .,0.033031643180138064
257,That is a culture that has things right.,thats a culture that has things right .,0.03303164318013808
258,"If you don't ask the question, you will always wonder about the answer.",if you dont ask the question you will always wonder about the answer .,0.01428363257865929
259,Tell me your opinion. Thank you.,"Tell me your opinion , thanks .",0.033031643180138064
260,I would suggest not worrying about it overmuch.,I wouldn &apos;t worry about it .,0.039281465090051315
261,What is the worst thing that could occur?,What is the worst thing that could happen ?,0.023980296761827107
262,I am confused and do not know what to do because I hate for the girl to be that way.,I &apos;m confused and don &apos;t know what to do because I hate the girl to be that way .,0.011451997463067555
263,You should find someone who does not hate you.,Find someone who doesn &apos;t hate you .,0.02777619034011792
264,Do not be rude.,But don &apos;t be a jerk .,0.033031643180138064
265,That is not true. Most girls are just discreet.,thats not true most girls are just quiet .,0.023980296761827107
266,Certain men simply have no inclination toward dancing.,Some guys just don &apos;t want to dance .,0.023980296761827107
267,This is not an intelligent generation.,this is not an idiot .,0.040824829046386304
268,You have one child.  Are you married?,"You have one child , are you married ?",0.023980296761827107
269,It depends on if you were previously able to trust him.,it depends if you could trust him .,0.02777619034011792
270,Unattractive and overweight men simply accept what they are able to get.,fat and fat guys just accept what they can get .,0.018850319022747353
271,People choose to be husbands and wives for reasons.,people choose to be husbands and wives for reasons .,0.021105340631872645
272,"It is not worth it, if all you do is argue.",its not worth it if all you do is argue .,0.018850319022747353
273,Have a good time in jail asking your cell mate that question.,Have a good time in jail asking your cell mate that question .,0.018476860420522198
274,Are you asking if I like you?,Are you asking if I like you ?,0.03303164318013808
275,What did you kiss?,what did you kiss ?,0.05372849659117709
276,"Females have curiousity regarding sex with other females, myself included!",Women have sex with other girls myself !,0.02777619034011792
277,Twenty to thirty-two is fine and she does not have to be younger than you.,18 to 22 is fine and she doesnt have to be younger than you .,0.013217947626377298
278,The concept is simple.  Treat them honestly and with love.,"simple , treat them honestly and with love .",0.023980296761827107
279,"When that occurs, your decision will be easier to make.",when that happens your gonna be easier to make .,0.021105340631872645
280,Phrases to initiate a romance are tawdry. Be genuine and compliment her often. Women like that.,Be real and compliment her alot ... women like that .,0.018850319022747353
281,"He cheated, however, which I believe means I can lift or carry my husband.","He cheated , but I think I can pee or carry my husband .",0.018798317647335087
282,Try to make the best out of a bad situation.,try to make the best out of a bad situation .,0.022416933501922302
283,Are you looking for friendship?,are you looking for friendship ?,0.040824829046386304
284,I believe that he would make a great Valentine.,i think he would make a great valentine .,0.03155984539112946
285,This is difficult due to the many temptations.,This is hard to the hell .,0.033031643180138064
286,Does it generally take a year to feel comfortable or bored in a relationship?,does it usually take a year to feel comfortable or bored in a relationship ?,0.015718877363021206
287,It will all depend on when you are ready.,it will depend on when you are ready .,0.023980296761827107
288,Of course I would love to meet women.,Of course I would love to meet women .,0.028517539529041507
289,It is just the way things are.,It &apos;s just the way things are .,0.02777619034011792
290,"It is ok to be friends with someone online, but there should be limits.",its ok to be friends with some online but there should be limit .,0.01428363257865929
291,Can you imagine starting a family with him?,can you imagine starting a family with him ?,0.028517539529041507
292,"Should he refuse your request, his value is too low to begin with.","If he says no , then he &apos;s not low to start with .",0.0169861974906263
293,"To tell the truth, you will learn, but you must experience things.",to tell the truth you will learn but you have to experience things .,0.01428363257865929
294,"Hopefully, you married your husband because you love him.",Hopefully you married your husband because you love him .,0.021105340631872645
295,"Well, the dependence is in the woman's camp. What is it she prefers?",well the smallest is in the woman &apos;s camp ... what is it she likes ?,0.012300686288463768
296,I know I have someone who will be waiting when I come home.,I know I have someone who will be waiting when I come home .,0.0169861974906263
